USO ILÍCITO DE DROGAS,HABITAR BRASIL,RUA,ANTURIOS,,10/8/2016,00:05:00
TRÁFICO ILÍCITO DE DROGAS,HABITAR BRASIL,RUA,DAS GOIABEIRAS,977,8/11/2016,16:50:00
HOMICÍDIO DOLOSO,HABITAR BRASIL,RUA,DAS TANGERINAS,,9/23/2016,21:20:00
ROUBO,HABITAR BRASIL,AVENIDA,PERIMETRAL SUL,117,10/14/2016,22:00:00
TRÁFICO ILÍCITO DE DROGAS,HABITAR BRASIL,RUA,TANGERINAS,30,8/2/2016,06:00:00
TRÁFICO ILÍCITO DE DROGAS,HABITAR BRASIL,RUA,TANGERINAS,,6/13/2016,00:10:00
FURTO,HABITAR BRASIL,,,,9/3/2016,20:00:00
FURTO,JARDIM IBIRAPUERA,RUA,INTERLAGOS,231,11/24/2016,20:15:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM IBIRAPUERA,RUA,IPIRANGA,,5/9/2016,17:10:00
ROUBO,JARDIM IBIRAPUERA,AVENIDA,JOAQUIM SOCREPA,963,11/15/2016,00:30:00
FURTO,JARDIM IBIRAPUERA,AVENIDA,JOAQUIM SOCREPA,,5/8/2016,15:51:00
ROUBO,JARDIM IBIRAPUERA,,,,10/4/2016,22:30:00
FURTO,JARDIM IMPERIAL,RUA,AÇAIS,,7/5/2016,13:20:00
FURTO,JARDIM IMPERIAL,RUA,ARARIBAS,1030,12/21/2016,03:00:00
ROUBO,JARDIM IMPERIAL,AVENIDA,AV DOS INGÁS,3617,8/27/2016,12:00:00
FURTO,JARDIM IMPERIAL,RUA,BROMELIAS,192,10/28/2016,03:00:00
ROUBO,JARDIM IMPERIAL,RUA,DAS MARGARIDAS,,8/23/2016,10:30:00
FURTO,JARDIM IMPERIAL,AVENIDA,DOS INGAS,3001,6/2/2016,07:00:00
FURTO,JARDIM IMPERIAL,AVENIDA,DOS INGAS,3001,11/3/2016,13:00:00
FURTO,JARDIM IMPERIAL,RUA,GUANANDIS,255,8/26/2016,03:30:00
FURTO,JARDIM IMPERIAL,RUA,MARGARIDAS,1271,8/27/2016,04:30:00
FURTO,SETOR INDUSTRIAL SUL,ESTRADA,BR 163 KM 827,,9/20/2016,13:30:00
FURTO,SETOR INDUSTRIAL SUL,AVENIDA,COL ENIO PIPINO,2491B,10/1/2016,03:00:00
FURTO,SETOR INDUSTRIAL SUL,RUA,DAS SAMAMBAIAS,2438,6/26/2016,03:30:00
FURTO,SETOR INDUSTRIAL SUL,RUA,MANACAS,2921,8/31/2016,12:49:00
FURTO,SETOR INDUSTRIAL SUL,RUA,VALDIR DORNER,615,9/8/2016,09:50:00
FURTO,SETOR INDUSTRIAL SUL,,,,5/8/2016,19:20:00
FURTO,,RUA,CAXIAS DO SUL,,6/4/2016,06:00:00
FURTO,JARDIM ITÁLIA II,RUA,VENEZA,380,5/30/2016,14:15:00
FURTO,JARDIM ITAÚBA,RUA,DAS LIMEIRAS,Q15,10/17/2016,17:30:00
FURTO,JARDIM ITAÚBA,RUA,DAS LIMEIRAS,QD15,10/24/2016,04:00:00
FURTO,JARDIM ITAÚBA,RUA,DAS LIMEIRAS,,5/11/2016,17:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM ITAÚBA,AVENIDA,ITAUBAS,,6/28/2016,12:50:00
FURTO,JARDIM ITAÚBA,,,,8/30/2016,17:06:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,JACARANDAS,217,8/21/2016,12:30:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM JACARANDÁS,AVENIDA,JACARANDAS,,9/15/2016,19:20:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,JOAQUIM SOCREPA,384,7/13/2016,19:30:00
FURTO,JARDIM JACARANDÁS,RUA,MANACAS,503,9/23/2016,15:40:00
FURTO,JARDIM JACARANDÁS,RUA,SAMAMBAIAS,504,11/29/2016,23:39:00
FURTO,JARDIM JACARANDÁS,AVENIDA,SIBIPIRUNAS,5000,6/6/2016,21:30:00
FURTO,JARDIM IBIRAPUERA,RUA,INTERLAGOS,54,6/9/2016,12:00:00
FURTO,JARDIM DAS VIOLETAS,AVENIDA,INGAS,,12/13/2016,21:30:00
FURTO,JARDIM VIOLETAS,RUA,DOS INDAIAS,1224,10/24/2016,01:30:00
ROUBO,JARDIM DAS ACÁCIAS,RUA,BEATRIZ BREOCHI,,8/23/2016,21:10:00
FURTO,JARDIM DAS ACÁCIAS,RUA,BEATRIZ BREOCHI,,6/3/2016,12:00:00
FURTO,JARDIM DAS ACÁCIAS,RUA,JOÃO PIO,Q10,8/11/2016,02:00:00
ROUBO,JARDIM DAS ACÁCIAS,RUA,RENUCIO BALDISERA,179,5/18/2016,07:20:00
FURTO,JARDIM DAS ACÁCIAS,RUA,RENUCIO BALDISERA,q 13,12/12/2016,22:30:00
FURTO,JARDIM DAS ACÁCIAS,RUA,RENUCIO BALDISSERA,q 13,12/5/2016,18:30:00
FURTO,JARDIM DAS ACÁCIAS,RUA,RENUNCIO BALDISSERA,,10/27/2016,20:00:00
ROUBO,JARDIM DAS ACÁCIAS,AVENIDA,WILSON MELO,0,6/27/2016,15:00:00
ROUBO,JARDIM AMÉRICA,RUA,ENIO PIPINO,,7/28/2016,
FURTO,JARDIM AMÉRICA,RUA,FORMOSA,11,6/25/2016,02:00:00
FURTO,JARDIM AMÉRICA,RUA,FORMOSA,11/12,8/16/2016,17:00:00
FURTO,JARDIM AMÉRICA,RUA,FORMOSA,,8/20/2016,
TRÁFICO ILÍCITO DE DROGAS,JARDIM AMÉRICA,RUA,JESUITA,507,11/12/2016,16:20:00
ROUBO,JARDIM AMÉRICA,RUA,JESUITA,,11/24/2016,09:00:00
ROUBO,JARDIM AMÉRICA,RUA,JESUITA,221,8/31/2016,19:00:00
ROUBO,JARDIM AMÉRICA,RUA,JESUITA,221,8/31/2016,19:10:00
FURTO,JARDIM AMÉRICA,RUA,JESUITA,1014,10/19/2016,08:00:00
ROUBO,JARDIM AMÉRICA,RUA,JESUITA,,9/16/2016,19:00:00
ROUBO,JARDIM AMÉRICA,AVENIDA,JOÃO PEDRO MOREIRA DE CARVALHO,,11/14/2016,20:40:00
FURTO,JARDIM AMÉRICA,AVENIDA,PROJETADA A,,8/4/2016,15:30:00
ROUBO,JARDIM AMÉRICA,RUA,RUA COLONIZADOR JOÃO PEDRO MOREIRA DE CAVALHO,,5/10/2016,22:15:00
ROUBO,JARDIM AMÉRICA,,,,6/19/2016,19:30:00
ROUBO,JARDIM AMÉRICA,RODOVIA,BR 163,,5/13/2016,19:05:00
ROUBO,JARDIM AMÉRICA,,,,11/10/2016,17:30:00
FURTO,JARDIM ATENAS,AVENIDA,PROJETADA,QD 10,11/1/2016,
FURTO,JARDIM ATENAS,AVENIDA,PROJETADA,,11/11/2016,09:00:00
FURTO,JARDIM ATENAS,RUA,MANACAS,LT 10,8/10/2016,02:00:00
FURTO,JARDIM DAS AZALÉIAS,RUA,CAMBUIS,109,12/31/2016,16:00:00
FURTO,JARDIM DAS AZALÉIAS,RUA,DOS CAMBUIS,202,10/26/2016,00:35:00
FURTO,JARDIM DAS AZALÉIAS,RUA,PACARIS,71,12/21/2016,02:30:00
ROUBO,JARDIM DAS AZALÉIAS,AVENIDA,PERIMETRAL NORTE,l02,5/11/2016,22:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM DAS AZALÉIAS,RUA,ROSANGELA,,11/14/2016,21:40:00
USO ILÍCITO DE DROGAS,JARDIM DAS AZALÉIAS,RUA,ROSANGELA,,11/14/2016,21:40:00
FURTO,JARDIM BELO HORIZONTE,RUA,ARAXA,254,8/28/2016,10:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,11,,8/27/2016,11:45:00
ROUBO,JARDIM BOA ESPERANÇA,RUA,3,,11/26/2016,21:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,6,1984,12/16/2016,14:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,6,2044,10/27/2016,03:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,6,,12/5/2016,03:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,6,,12/11/2016,06:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,6,,10/22/2016,10:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,11,2762,12/7/2016,20:30:00
FURTO,JARDIM BOA ESPERANÇA,RUA,11,,11/1/2016,
ROUBO,JARDIM BOA ESPERANÇA,RUA,12,,8/15/2016,19:30:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM BOA ESPERANÇA,RUA,12,,5/23/2016,17:00:00
USO ILÍCITO DE DROGAS,JARDIM BOA ESPERANÇA,RUA,12,,11/16/2016,15:08:00
FURTO,JARDIM BOA ESPERANÇA,AVENIDA,ANDRE MAGGI,,12/6/2016,09:30:00
ROUBO,JARDIM BOA ESPERANÇA,AVENIDA,ANDRE MAGGI,,11/22/2016,08:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,ANTONIO LUCIANO,130,12/6/2016,05:00:00
USO ILÍCITO DE DROGAS,JARDIM BOA ESPERANÇA,RUA,ANTONIO LUCIANO,310,12/11/2016,20:32:00
FURTO,JARDIM BOA ESPERANÇA,RUA,ANTONIO LUCIANO,334,11/3/2016,02:40:00
FURTO,JARDIM BOA ESPERANÇA,RUA,ANTONIO LUCIANO,417,10/24/2016,05:30:00
FURTO,JARDIM BOA ESPERANÇA,RUA,ANTONIO LUCIANO,583,10/28/2016,22:00:00
USO ILÍCITO DE DROGAS,JARDIM BOA ESPERANÇA,RUA,ANTONIO LUCIANO,1246,12/10/2016,14:56:00
FURTO,JARDIM BOA ESPERANÇA,RUA,ARMANDO DIAS,19,7/18/2016,07:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,ARMANDO DIAS,645,11/1/2016,03:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,ARMANDO DIAS,793,5/27/2016,
TRÁFICO ILÍCITO DE DROGAS,JARDIM BOA ESPERANÇA,RUA,BENEDITO NOGUEIRA,1808,7/5/2016,17:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,BRAÇOS CLARO DOS ANJOS,2498,12/27/2016,13:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,BRAZ CLARO DOS ANJOS,2792,11/9/2016,15:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM BOA ESPERANÇA,RUA,CABO MANOEL AGUSTINHO NASCIMENTO,,11/28/2016,15:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,CABO MANOEL NASCIMENTO,2092,11/21/2016,04:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,JOAQUIM ALEIXO GAMA,2751,5/11/2016,05:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,LUCIANO BORTOLOZO,82 B,12/30/2016,04:00:00
ROUBO,JARDIM BOA ESPERANÇA,RUA,MANOEL SANTANA,56,7/6/2016,07:10:00
HOMICÍDIO DOLOSO,JARDIM BOA ESPERANÇA,RUA,MANOEL SANTANA,1996,11/11/2016,05:30:00
FURTO,JARDIM BOA ESPERANÇA,RUA,NICOLAU FLESSAK,1920,11/18/2016,03:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,NICOLAU FLESSAK,2073,11/12/2016,04:30:00
FURTO,JARDIM BOA ESPERANÇA,RUA,NICOLAU FLESSAK,2189,12/8/2016,11:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,NICOLAU FLESSAK,2231,12/1/2016,14:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,NICOLAU FLESSAK,2231,11/7/2016,18:00:00
FURTO,JARDIM BOA ESPERANÇA,RUA,NICOLAU FRESSAK,1933,5/21/2016,23:40:00
ROUBO,JARDIM BOA ESPERANÇA,RUA,PASTOR MANOEL SANTANA,,8/31/2016,21:10:00
FURTO,JARDIM BOA ESPERANÇA,RUA,PAULO PAN,82,7/18/2016,02:00:00
ROUBO,JARDIM BOA ESPERANÇA,RUA,PAULO PAN,643,11/24/2016,20:30:00
FURTO,JARDIM BOA ESPERANÇA,RUA,SEBASTIÃO SALES MENDES,2260,11/19/2016,02:00:00
HOMICÍDIO DOLOSO,JARDIM BOA ESPERANÇA,RUA,XII,,6/21/2016,07:10:00
FURTO,JARDIM BOA ESPERANÇA,,,,6/19/2016,18:50:00
FURTO,JARDIM BOA ESPERANÇA,,,,12/29/2016,07:00:00
ROUBO,JARDIM BOA ESPERANÇA,,,,11/23/2016,20:00:00
TRÁFICO ILÍCITO DE DROGAS,CHÁCARA DE LAZER BOA VISTA,ESTRADA,SABRINA,,5/2/2016,14:00:00
FURTO,CHÁCARA DE LAZER BOA VISTA,ESTRADA,SABRINA,,8/14/2016,21:30:00
TRÁFICO ILÍCITO DE DROGAS,CHÁCARA DE LAZER BOA VISTA,,,,8/31/2016,06:02:00
FURTO,JARDIM BOTÂNICO,AVENIDA,ACACIAS,195,6/15/2016,10:00:00
ROUBO,JARDIM BOTÂNICO,AVENIDA,AV DAS BIBIPIRUNAS,,6/24/2016,21:00:00
FURTO,JARDIM BOTÂNICO,RUA,AVENCAS,480,6/3/2016,17:15:00
FURTO,JARDIM BOTÂNICO,RUA,CEDROS,1622,11/12/2016,
ROUBO,JARDIM BOTÂNICO,RUA,CEDROS,,10/20/2016,15:00:00
ROUBO,JARDIM BOTÂNICO,RUA,CEREJEIRAS,445,8/1/2016,20:30:00
ROUBO,JARDIM BOTÂNICO,RUA,COQUEIROS,192,8/1/2016,20:45:00
FURTO,JARDIM BOTÂNICO,RUA,COQUEIROS,388,11/2/2016,00:30:00
FURTO,JARDIM BOTÂNICO,RUA,DAS AZALÉIA,235,6/2/2016,15:30:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM BOTÂNICO,RUA,DAS CEREJEIRAS,1515,12/17/2016,06:30:00
ROUBO,JARDIM BOTÂNICO,RUA,DAS CEREJEIRAS,,5/6/2016,07:16:00
FURTO,JARDIM BOTÂNICO,RUA,DAS HORTENCIAS,,11/11/2016,14:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,DAS ITAUBAS,2142,11/14/2016,11:30:00
FURTO,JARDIM BOTÂNICO,RUA,DAS ORQUIDEAS,352,11/8/2016,18:00:00
ROUBO,JARDIM BOTÂNICO,RUA,DAS PRIMAVERAS,,11/28/2016,06:30:00
ROUBO,JARDIM BOTÂNICO,RUA,DAS PRIMAVERAS,,11/16/2016,06:45:00
ROUBO,JARDIM BOTÂNICO,RUA,DAS PRIMAVERAS,,10/10/2016,22:00:00
FURTO,JARDIM BOTÂNICO,RUA,DAS SERINGUEIRAS,1054,12/18/2016,01:00:00
FURTO,JARDIM BOTÂNICO,RUA,DAS SERINGUEIRAS,,7/24/2016,10:00:00
FURTO,JARDIM BOTÂNICO,RUA,DAS SERINGUEIRAS,,10/10/2016,21:30:00
FURTO,JARDIM BOTÂNICO,AVENIDA,DAS SIBIPIRUNAS,2047,5/11/2016,01:00:00
FURTO,JARDIM BOTÂNICO,RUA,DOS BURITIS,42,5/23/2016,18:00:00
FURTO,JARDIM BOTÂNICO,RUA,DOS COQUEIROS,358,12/20/2016,20:30:00
FURTO,JARDIM BOTÂNICO,RUA,DOS COQUEIROS,388,11/2/2016,00:30:00
FURTO,JARDIM BOTÂNICO,RUA,DOS COQUEIROS,1843,11/3/2016,17:30:00
FURTO,JARDIM BOTÂNICO,RUA,DOS COQUEIROS,,12/11/2016,09:00:00
FURTO,JARDIM BOTÂNICO,RUA,DOS TARUMAS,,10/14/2016,19:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,FLAMBOYANTS,504,7/26/2016,08:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,FLAMBOYANTS,,8/9/2016,10:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,JACARANDAS,1937,6/7/2016,09:00:00
ROUBO,JARDIM BOTÂNICO,AVENIDA,JACARANDAS,,12/25/2016,14:30:00
USO ILÍCITO DE DROGAS,JARDIM BOTÂNICO,AVENIDA,JACARANDAS,,11/18/2016,14:30:00
FURTO,JARDIM BOTÂNICO,RUA,,,10/9/2016,09:30:00
FURTO,JARDIM BOTÂNICO,RUA,SERINGUEIRAS,1200,11/22/2016,18:00:00
ROUBO,JARDIM BOTÂNICO,RUA,SERINGUEIRAS,,12/11/2016,21:30:00
FURTO,JARDIM BOTÂNICO,AVENIDA,TARUMAS,995,9/14/2016,09:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,TARUMAS,549,10/18/2016,
FURTO,JARDIM BOTÂNICO,AVENIDA,TARUMAS,995,7/14/2016,10:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,TARUMAS,,11/22/2016,12:40:00
FURTO,JARDIM BOTÂNICO,,,,5/10/2016,07:08:00
FURTO,JARDIM BOTÂNICO,AVENIDA,ACACIAS,,8/28/2016,
FURTO,JARDIM BOTÂNICO,AVENIDA,ACACIAS,,6/1/2016,20:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,ACÁCIAS,,8/28/2016,16:00:00
ROUBO,JARDIM BOTÂNICO,AVENIDA,AVENIDA DAS ACÁCIAS,,9/7/2016,21:30:00
FURTO,JARDIM BOTÂNICO,RUA,DAS CEREJEIRAS,874,5/16/2016,02:00:00
ROUBO,JARDIM BOTÂNICO,RUA,DAS CEREJEIRAS,,10/11/2016,07:00:00
FURTO,JARDIM BOTÂNICO,RUA,DAS ORQUIDEAS,352,11/8/2016,17:00:00
FURTO,JARDIM BOTÂNICO,RUA,DAS ORQUIDEAS,682,8/2/2016,08:00:00
ROUBO,JARDIM BOTÂNICO,RUA,DAS ORQUIDEAS,,9/22/2016,11:25:00
FURTO,JARDIM BOTÂNICO,RUA,DAS SERINGUEIRAS,,8/30/2016,07:20:00
ROUBO,JARDIM BOTÂNICO,RUA,DAS SERINGUEIRAS,,8/26/2016,
FURTO,JARDIM BOTÂNICO,RUA,DAS SERINGUEIRAS,,5/6/2016,09:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,DAS SIBIPIRUNAS,2207,10/5/2016,14:00:00
ROUBO,JARDIM BOTÂNICO,AVENIDA,DAS SIBIPIRUNAS,,9/11/2016,13:30:00
FURTO,JARDIM BOTÂNICO,AVENIDA,DAS SIBIPIRUNAS,,8/31/2016,11:00:00
ROUBO,JARDIM BOTÂNICO,AVENIDA,DAS SIBIPIRUNAS,,8/16/2016,10:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,DAS SIBIPIRUNAS,,12/4/2016,22:59:00
ROUBO,JARDIM BOTÂNICO,AVENIDA,DAS SIBIPIRUNAS,,12/1/2016,23:30:00
HOMICÍDIO DOLOSO,JARDIM BOTÂNICO,RUA,DAS TAMAREIRAS,162,11/11/2016,23:05:00
ROUBO,JARDIM BOTÂNICO,RUA,DAS TAMAREIRAS,,9/17/2016,20:00:00
FURTO,JARDIM BOTÂNICO,RUA,DO CEDRO,,12/11/2016,09:00:00
ROUBO,JARDIM BOTÂNICO,RUA,DOS CEDROS,,9/27/2016,20:00:00
ROUBO,JARDIM BOTÂNICO,RUA,DOS COQUEIROS,223,5/19/2016,22:45:00
FURTO,JARDIM BOTÂNICO,RUA,DOS COQUEIROS,567,5/18/2016,14:30:00
FURTO,JARDIM BOTÂNICO,AVENIDA,DOS FLAMBOYANTES,564,10/25/2016,14:00:00
ROUBO,JARDIM BOTÂNICO,AVENIDA,DOS FLAMBOYANTS,,8/24/2016,16:00:00
FURTO,JARDIM BOTÂNICO,RUA,DOS SAPOTIS,133,5/21/2016,23:40:00
ROUBO,JARDIM BOTÂNICO,AVENIDA,DOS TARUMAS,,9/22/2016,05:10:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM BOTÂNICO,AVENIDA,JACARANDAS,,7/2/2016,14:15:00
FURTO,JARDIM BOTÂNICO,RUA,TAMAREIRAS,,5/23/2016,02:00:00
FURTO,JARDIM BOTÂNICO,AVENIDA,TARUMAS,,9/17/2016,19:15:00
ROUBO,JARDIM BOTÂNICO,AVENIDA,TARUMAS,,10/6/2016,17:30:00
FURTO,JARDIM BOTÂNICO,,,,8/7/2016,10:00:00
FURTO,JARDIM BOTÂNICO,,,,12/4/2016,09:00:00
ROUBO,JARDIM BOTÂNICO,,,,11/12/2016,00:00:00
FURTO,JARDIM BOUNGAINVILLE,AVENIDA,OSCAR NEYAMER,Q73,11/3/2016,16:00:00
FURTO,JARDIM BOUNGAINVILLE,AVENIDA,OSCAR NEYAMER,,11/30/2016,14:00:00
FURTO,JARDIM CALIFÓRNIA,TRAVESSA,2,,5/22/2016,06:00:00
FURTO,JARDIM CALIFÓRNIA,RUA,7,,5/22/2016,20:00:00
FURTO,JARDIM CALIFÓRNIA,RUA,7,Q 08,6/20/2016,03:00:00
ROUBO,JARDIM CALIFÓRNIA,AVENIDA,CALIFORNIA,,9/29/2016,14:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM CALIFÓRNIA,RUA,MARAVILHA,,11/23/2016,18:15:00
ROUBO,JARDIM CALIFÓRNIA,RUA,PROJETADA R,1791,9/6/2016,13:00:00
FURTO,JARDIM CALIFÓRNIA,RUA,PROJETADA R,1810,5/7/2016,16:30:00
FURTO,JARDIM CALIFÓRNIA,RUA,PROJETADA V,,7/13/2016,15:30:00
FURTO,JARDIM CALIFÓRNIA,RUA,PROJETADA V,QD 13,6/11/2016,21:00:00
FURTO,JARDIM CALIFÓRNIA,,,,5/19/2016,21:30:00
FURTO,CAMPO VERDE,RUA,A,,8/19/2016,20:00:00
FURTO,RESID. CANADÁ,RUA,PROJETADA 02,Q 02,10/10/2016,08:00:00
FURTO,JARDIM CELESTE,RUA,ANTURIOS,534,7/5/2016,15:30:00
FURTO,JARDIM CELESTE,RUA,BERGAMONTEIRAS,6,5/4/2016,10:00:00
FURTO,JARDIM CELESTE,RUA,BERGAMOTEIRAS,16,10/19/2016,10:00:00
FURTO,JARDIM CELESTE,RUA,DAS ACEROLAS,106,6/9/2016,01:00:00
FURTO,JARDIM CELESTE,RUA,DAS ACEROLAS,106,5/24/2016,11:00:00
FURTO,JARDIM CELESTE,RUA,DAS ACEROLAS,106,5/12/2016,14:00:00
ROUBO,JARDIM CELESTE,RUA,DAS ACEROLAS,266,11/22/2016,20:00:00
FURTO,JARDIM CELESTE,RUA,DAS ACEROLAS,1047,5/21/2016,15:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM CELESTE,RUA,DAS AMEXEIRAS,890,11/18/2016,17:00:00
ROUBO,JARDIM CELESTE,RUA,DAS AMOREIRAS,799,12/5/2016,13:30:00
FURTO,JARDIM CELESTE,RUA,DAS GOIABEIRAS,1505,5/27/2016,10:00:00
ROUBO,JARDIM CELESTE,RUA,DAS JABOTICABEIRAS,651,6/29/2016,
HOMICÍDIO DOLOSO,JARDIM CELESTE,RUA,DAS JABOTICABEIRAS,1125,8/26/2016,22:20:00
FURTO,JARDIM CELESTE,RUA,DAS JABUTICABEIRAS,1125,5/27/2016,04:30:00
HOMICÍDIO DOLOSO,JARDIM CELESTE,RUA,DAS JABUTICABEIRAS,,7/17/2016,21:40:00
FURTO,JARDIM CELESTE,RUA,DAS MANGUEIRAS,1075,7/21/2016,15:30:00
FURTO,JARDIM CELESTE,RUA,DAS MANGUEIRAS,1165,12/13/2016,17:50:00
ROUBO,JARDIM CELESTE,RUA,DAS MANGUEIRAS,,11/14/2016,14:00:00
FURTO,JARDIM CELESTE,RUA,DAS PITOMBEIRAS,72,10/1/2016,14:00:00
ROUBO,JARDIM CELESTE,RUA,DAS PRIMAVERAS,,8/15/2016,20:00:00
FURTO,JARDIM CELESTE,RUA,DAS UVAS,55,11/23/2016,13:15:00
FURTO,JARDIM CELESTE,RUA,DAS UVAS,146,6/30/2016,08:00:00
ROUBO,JARDIM CELESTE,RUA,DAS UVAS,146,11/11/2016,10:50:00
FURTO,JARDIM CELESTE,RUA,DOS ABACATEIROS,565,12/16/2016,
FURTO,JARDIM CELESTE,RUA,DOS ANTURIOS,154,7/2/2016,10:05:00
USO ILÍCITO DE DROGAS,JARDIM CELESTE,RUA,DOS ANTURIOS,768,12/8/2016,15:40:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM CELESTE,RUA,DOS GERANIOS,,11/7/2016,17:40:00
FURTO,JARDIM CELESTE,AVENIDA,DOS JATOBAS,,8/21/2016,12:30:00
FURTO,JARDIM CELESTE,AVENIDA,DOS JATOBAS,875,11/10/2016,16:00:00
USO ILÍCITO DE DROGAS,JARDIM CELESTE,RUA,GERANIOS,225,7/8/2016,
FURTO,JARDIM CELESTE,RUA,GERANIOS,901,7/18/2016,17:00:00
HOMICÍDIO DOLOSO,JARDIM CELESTE,RUA,GOIABEIRAS,1057,12/27/2016,11:50:00
FURTO,JARDIM CELESTE,RUA,JABOTICABEIRAS,760,11/29/2016,15:00:00
USO ILÍCITO DE DROGAS,JARDIM CELESTE,RUA,JABOTICABEIRAS,,8/21/2016,18:15:00
ROUBO,JARDIM CELESTE,RUA,JABUTICABEIRA,591,6/22/2016,22:30:00
FURTO,JARDIM CELESTE,RUA,PAINEIRAS,602,5/30/2016,06:00:00
ROUBO,JARDIM CELESTE,AVENIDA,SIBIPIRUNAS,1105,12/29/2016,
FURTO,JARDIM CELESTE,AVENIDA,SIBIPIRUNAS,,6/11/2016,15:47:00
FURTO,JARDIM CELESTE,AVENIDA,SIBIPIRUNAS,,11/12/2016,12:15:00
ROUBO,JARDIM CELESTE,,,,10/7/2016,11:00:00
ROUBO,JARDIM CELESTE,,,,12/2/2016,00:15:00
FURTO,JARDIM CELESTE,,,,10/12/2016,12:00:00
FURTO,JARDIM CELESTE,RUA,AMEIXEIRAS,771,8/12/2016,16:00:00
FURTO,JARDIM CELESTE,RUA,UVAS,265,5/15/2016,21:00:00
ROUBO,JARDIM CONQUISTA,RUA,23 DE JULHO,5,5/27/2016,23:00:00
FURTO,JARDIM CONQUISTA,RUA,23 DE JULHO,44,11/1/2016,23:00:00
FURTO,JARDIM CONQUISTA,RUA,A,,7/15/2016,08:00:00
FURTO,JARDIM CONQUISTA,RUA,A,63,5/10/2016,07:18:00
FURTO,JARDIM CONQUISTA,RUA,A,Q 03,12/19/2016,00:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM CONQUISTA,RUA,A,,9/3/2016,08:00:00
FURTO,JARDIM CONQUISTA,RUA,A,,5/14/2016,08:00:00
FURTO,JARDIM CONQUISTA,RUA,A,,11/20/2016,11:30:00
FURTO,JARDIM CONQUISTA,RUA,B,31,8/17/2016,01:00:00
FURTO,JARDIM CONQUISTA,RUA,B,707,12/31/2016,23:00:00
ROUBO,JARDIM CONQUISTA,RUA,B,,11/25/2016,11:00:00
FURTO,JARDIM CONQUISTA,,,,5/13/2016,09:00:00
FURTO,JARDIM CURITIBA,RUA,APUCARANA,,12/20/2016,15:30:00
FURTO,JARDIM CURITIBA,,,Q 02,11/7/2016,08:00:00
FURTO,JARDIM DAS NAÇÕES,RUA,DOS PERDIZES,,6/13/2016,
FURTO,JARDIM DAS PALMEIRAS,RUA,DAS AZALEIAS,3251,7/17/2016,20:00:00
ROUBO,JARDIM DAS VIOLETAS,RUA,DOS XAXINS,365,6/2/2016,00:30:00
FURTO,JARDIM DAS ACÁCIAS,AVENIDA,ANDRE MAGGI,,9/1/2016,15:20:00
FURTO,JARDIM DAS ACÁCIAS,AVENIDA,DAS AGUIAS,380,11/22/2016,17:30:00
ROUBO,JARDIM DAS ACÁCIAS,AVENIDA,DAS AGUIAS,438,6/4/2016,00:20:00
ROUBO,JARDIM DAS ACÁCIAS,RUA,ELIZA BERTOLOSO,13 B,12/4/2016,02:30:00
FURTO,JARDIM DAS ACÁCIAS,RUA,HATSUE SAKAGUSCHI,5999,11/20/2016,03:00:00
